R108737F5	gene:fig1185660.4.peg.3221	0	1000.0	LR
R10F1D2FE	gene:fig1185660.4.peg.1548	-1000.0	1000.0	B
R1106B2DD	gene:fig1185660.4.peg.4079;gene:fig1185660.4.peg.4080;gene:fig1185660.4.peg.4081;gene:fig1185660.4.peg.911	-1000.0	0	RL
R110DE088	gene:fig1185660.4.peg.181	-1000.0	0	RL
R11275CD1	gene:fig1185660.4.peg.3138	-1000.0	1000.0	B
R11626571	gene:fig1185660.4.peg.1140+gene:fig1185660.4.peg.1145;gene:fig1185660.4.peg.1145+gene:fig1185660.4.peg.2283	-1000.0	0	RL
R11643D4D	gene:fig1185660.4.peg.109	-1000.0	1000.0	B
R117E8DDB	gene:Unknown+gene:fig1185660.4.peg.1992	-1000.0	0	RL
R11895B3D	gene:fig1185660.4.peg.1872	-1000.0	0	RL
R11B0B3D8	gene:fig1185660.4.peg.2885;gene:fig1185660.4.peg.2929	-1000.0	1000.0	B
R11E1BC33	gene:fig1185660.4.peg.1488;gene:fig1185660.4.peg.2157;gene:fig1185660.4.peg.3251	-1000.0	1000.0	B
R12515662	gene:fig1185660.4.peg.2157	-1000.0	1000.0	B
R125C5AEC	gene:fig1185660.4.peg.1837	-1000.0	1000.0	B
R126D82A7	gene:Unknown+gene:fig1185660.4.peg.3742+gene:fig1185660.4.peg.3743	-1000.0	0	RL
R1287610F	gene:fig1185660.4.peg.375	0	1000.0	LR
R12A8576F	gene:fig1185660.4.peg.1548	-1000.0	1000.0	B
R130C8FB7	gene:fig1185660.4.peg.1140+gene:fig1185660.4.peg.1145;gene:fig1185660.4.peg.1145+gene:fig1185660.4.peg.2283;gene:fig1185660.4.peg.3695	-1000.0	0	RL
R1322E7EC	gene:fig1185660.4.peg.4095	-1000.0	1000.0	B
R133AB66A	gene:fig1185660.4.peg.2317	-1000.0	1000.0	B
R135299A4	gene:fig1185660.4.peg.1705;gene:fig1185660.4.peg.2440	-1000.0	0	RL
R138F4301	gene:fig1185660.4.peg.2670;gene:fig1185660.4.peg.3117	0	1000.0	LR
R13BF81AA	gene:fig1185660.4.peg.424	-1000.0	1000.0	B
R13C5E577	gene:fig1185660.4.peg.1747;gene:fig1185660.4.peg.2023;gene:fig1185660.4.peg.2203;gene:fig1185660.4.peg.2742;gene:fig1185660.4.peg.4422	-1000.0	0	RL
R13C632E8	gene:Unknown+gene:fig1185660.4.peg.3281;gene:fig1185660.4.peg.3282;gene:fig1185660.4.peg.559	-1000.0	0	RL
R13F1E0C	gene:fig1185660.4.peg.1329	-1000.0	1000.0	B
R13FD2591	gene:fig1185660.4.peg.2635	-1000.0	1000.0	B
R143F1D5C	gene:fig1185660.4.peg.414+gene:fig1185660.4.peg.415	-1000.0	1000.0	B
R145FB8D6	gene:fig1185660.4.peg.1633	-1000.0	1000.0	B
R1463504D	gene:fig1185660.4.peg.4079;gene:fig1185660.4.peg.4080;gene:fig1185660.4.peg.4081;gene:fig1185660.4.peg.911	-1000.0	0	RL
R15A0D733	gene:fig1185660.4.peg.2207	-1000.0	1000.0	B
R15A585E5	gene:fig1185660.4.peg.2204	-1000.0	1000.0	B
R15DF7064		-1000.0	1000.0	B
R15EF1F18	gene:fig1185660.4.peg.4105	-1000.0	0	RL
R16394420	gene:fig1185660.4.peg.3717	-1000.0	1000.0	B
R16810B53	gene:fig1185660.4.peg.1329	-1000.0	1000.0	B
R16AA0DCC	gene:fig1185660.4.peg.2232	-1000.0	1000.0	B
R16C9305E	gene:fig1185660.4.peg.1988;gene:fig1185660.4.peg.2761;gene:fig1185660.4.peg.2762	-1000.0	1000.0	B
R16EF0E44	gene:fig1185660.4.peg.895	-1000.0	1000.0	B
R16F602B8	gene:fig1185660.4.peg.2635	-1000.0	1000.0	B
R16FBD0E6	gene:fig1185660.4.peg.953	-1000.0	1000.0	B
R170AF0E5	gene:fig1185660.4.peg.1140+gene:fig1185660.4.peg.1145;gene:fig1185660.4.peg.1145+gene:fig1185660.4.peg.2283	-1000.0	0	RL
R171724AB	gene:fig1185660.4.peg.1822;gene:fig1185660.4.peg.2057;gene:fig1185660.4.peg.3651	-1000.0	1000.0	B
R173C6447	gene:fig1185660.4.peg.1775	0	1000.0	LR
R175B9D20	gene:fig1185660.4.peg.895	-1000.0	0	RL
R1787E860	gene:fig1185660.4.peg.2408	-1000.0	1000.0	B
R17AF74BF	gene:fig1185660.4.peg.1888;gene:fig1185660.4.peg.847	-1000.0	1000.0	B
R17C640DD	gene:fig1185660.4.peg.2635	-1000.0	1000.0	B
R17D3205A	gene:fig1185660.4.peg.180;gene:fig1185660.4.peg.2389;gene:fig1185660.4.peg.29;gene:fig1185660.4.peg.3035;gene:fig1185660.4.peg.3115	-1000.0	1000.0	B
R17E227F	gene:Unknown	-1000.0	0	RL
R17EABF9B	gene:fig1185660.4.peg.1142	-1000.0	1000.0	B
R17EACFB	gene:fig1185660.4.peg.1922;gene:fig1185660.4.peg.3392	-1000.0	0	RL
R17F1CEC1	gene:fig1185660.4.peg.1672;gene:fig1185660.4.peg.231;gene:fig1185660.4.peg.3347;gene:fig1185660.4.peg.3472;gene:fig1185660.4.peg.3572;gene:fig1185660.4.peg.3858	-1000.0	1000.0	B
R17F3A914	gene:Unknown	-1000.0	0	RL
R184182FC	gene:fig1185660.4.peg.1548	-1000.0	1000.0	B
R1869F0AB	gene:fig1185660.4.peg.1457	0	1000.0	LR
R18C19F4	gene:fig1185660.4.peg.2795;gene:fig1185660.4.peg.4342	-1000.0	1000.0	B
R18C3E402	gene:fig1185660.4.peg.3070	-1000.0	0	RL
R18CA902E	gene:fig1185660.4.peg.182	-1000.0	0	RL
R1902D8E2	gene:fig1185660.4.peg.1498	0	1000.0	LR
R192B697D	gene:fig1185660.4.peg.1329	-1000.0	1000.0	B
R19A156DE		-1000.0	1000.0	B
R19C21CF3	gene:fig1185660.4.peg.3980;gene:fig1185660.4.peg.4173;gene:fig1185660.4.peg.4257;gene:fig1185660.4.peg.9	-1000.0	1000.0	B
R19DC042B	gene:fig1185660.4.peg.2627	-1000.0	1000.0	B
R19ED4844	gene:fig1185660.4.peg.819	-1000.0	1000.0	B
R1A193527	gene:fig1185660.4.peg.3164	-1000.0	1000.0	B
R1A395D58	gene:fig1185660.4.peg.1883	0	1000.0	LR
R1A40248A	gene:fig1185660.4.peg.2356;gene:fig1185660.4.peg.3482	-1000.0	0	RL
R1A614730	gene:fig1185660.4.peg.1329	-1000.0	1000.0	B
R1A9A9490	gene:fig1185660.4.peg.2760	-1000.0	1000.0	B
R1AD7449F	gene:fig1185660.4.peg.2313;gene:fig1185660.4.peg.496	-1000.0	1000.0	B
R1B03D80D	gene:fig1185660.4.peg.1672;gene:fig1185660.4.peg.231;gene:fig1185660.4.peg.3347;gene:fig1185660.4.peg.3472;gene:fig1185660.4.peg.3572;gene:fig1185660.4.peg.3858	-1000.0	1000.0	B
R1B4C4947	gene:fig1185660.4.peg.1548;gene:fig1185660.4.peg.2234	-1000.0	1000.0	B
R1B9A4757	gene:fig1185660.4.peg.885	-1000.0	1000.0	B
R1BD00C68	gene:fig1185660.4.peg.3842	-1000.0	1000.0	B
R1BD5CC72	gene:fig1185660.4.peg.1419;gene:fig1185660.4.peg.2776	-1000.0	0	RL
R1BD8A58B	gene:fig1185660.4.peg.3369	-1000.0	1000.0	B
R1BF4F271	gene:fig1185660.4.peg.1095	-1000.0	1000.0	B
R1C260C6A	gene:fig1185660.4.peg.1060;gene:fig1185660.4.peg.3780	-1000.0	0	RL
R1C603AE4	gene:fig1185660.4.peg.375	0	1000.0	LR
R1CA49BF6	gene:fig1185660.4.peg.3888	-1000.0	1000.0	B
R1CAEBB71	gene:fig1185660.4.peg.2232	-1000.0	1000.0	B
R1CE33852	gene:Unknown	-1000.0	0	RL
R1D23990A	gene:fig1185660.4.peg.2792;gene:fig1185660.4.peg.2793	-1000.0	1000.0	B
R1D4F4F2	gene:fig1185660.4.peg.974	-1000.0	1000.0	B
R1D585BDD	gene:fig1185660.4.peg.2007	-1000.0	1000.0	B
R1D645BD0	gene:fig1185660.4.peg.2207	-1000.0	1000.0	B
R1DB58FAD	gene:fig1185660.4.peg.3415	-1000.0	1000.0	B
R1DF2BA20	gene:fig1185660.4.peg.109	0	1000.0	LR
R1DFE3AAF	gene:fig1185660.4.peg.412	-1000.0	1000.0	B
R1E93863E	gene:fig1185660.4.peg.450	-1000.0	1000.0	B
R1EBAE1B0	gene:fig1185660.4.peg.3096	-1000.0	1000.0	B
R1EBB34B	gene:fig1185660.4.peg.1672;gene:fig1185660.4.peg.231;gene:fig1185660.4.peg.3347;gene:fig1185660.4.peg.3472;gene:fig1185660.4.peg.3572;gene:fig1185660.4.peg.3858	-1000.0	1000.0	B
R1EFEE243	gene:fig1185660.4.peg.2802	-1000.0	1000.0	B
R1F1614EE	gene:fig1185660.4.peg.1140+gene:fig1185660.4.peg.1145;gene:fig1185660.4.peg.1145+gene:fig1185660.4.peg.2283;gene:fig1185660.4.peg.3695	-1000.0	0	RL
R1F2ADD4D	gene:fig1185660.4.peg.477	-1000.0	1000.0	B
R1F36DEEE	gene:fig1185660.4.peg.4241;gene:fig1185660.4.peg.4242	-1000.0	0	RL
R1F46F5C3	gene:fig1185660.4.peg.1672;gene:fig1185660.4.peg.231;gene:fig1185660.4.peg.3347;gene:fig1185660.4.peg.3472;gene:fig1185660.4.peg.3572;gene:fig1185660.4.peg.3858	-1000.0	1000.0	B
R1F593800	gene:fig1185660.4.peg.1531;gene:fig1185660.4.peg.1532;gene:fig1185660.4.peg.1812;gene:fig1185660.4.peg.2807;gene:fig1185660.4.peg.4091	-1000.0	1000.0	B
R1F73F81	gene:fig1185660.4.peg.1860;gene:fig1185660.4.peg.2004;gene:fig1185660.4.peg.3122	-1000.0	1000.0	B
R1FCCE9B4	gene:fig1185660.4.peg.2982	-1000.0	1000.0	B
R1FFDF741	gene:fig1185660.4.peg.3266	-1000.0	1000.0	B
R201465D6	gene:fig1185660.4.peg.2760	-1000.0	1000.0	B
R2020016A		-1000.0	1000.0	B
R2029AD21	gene:fig1185660.4.peg.2318	-1000.0	1000.0	B
R2092D848	gene:fig1185660.4.peg.4413	-1000.0	1000.0	B
R20DADB12	gene:fig1185660.4.peg.2205;gene:fig1185660.4.peg.2206	-1000.0	1000.0	B
R20F27F8B	gene:fig1185660.4.peg.1846;gene:fig1185660.4.peg.3765	-1000.0	1000.0	B
R20F94385	gene:fig1185660.4.peg.1457	-1000.0	1000.0	B
R2100A240	gene:fig1185660.4.peg.2635	-1000.0	1000.0	B
R2123A8A	gene:fig1185660.4.peg.1112;gene:fig1185660.4.peg.1143;gene:fig1185660.4.peg.3578;gene:fig1185660.4.peg.3753;gene:fig1185660.4.peg.401;gene:fig1185660.4.peg.409;gene:fig1185660.4.peg.4522	-1000.0	1000.0	B
R2134447A	gene:fig1185660.4.peg.2630	-1000.0	1000.0	B
R21523CA	gene:fig1185660.4.peg.184	-1000.0	1000.0	B
R21709727	gene:fig1185660.4.peg.1832	0	1000.0	LR
R21BAA724		-1000.0	1000.0	B
R21F3DFF8	gene:fig1185660.4.peg.1861	-1000.0	1000.0	B
R220698E9	gene:fig1185660.4.peg.1115	-1000.0	1000.0	B
R22135C3D	gene:fig1185660.4.peg.2001	-1000.0	1000.0	B
R2220C705	gene:Unknown	-1000.0	0	RL
R2248E321	gene:fig1185660.4.peg.477	-1000.0	1000.0	B
R226BBBB1	gene:fig1185660.4.peg.1209;gene:fig1185660.4.peg.2847;gene:fig1185660.4.peg.3221	-1000.0	1000.0	B
R22B591B6		-1000.0	1000.0	B
R22C9DD8D	gene:fig1185660.4.peg.1539	-1000.0	1000.0	B
R22CB405D	gene:fig1185660.4.peg.3280	-1000.0	1000.0	B
R22D94E64	gene:Unknown	0	1000.0	LR
R231CFDAF	gene:fig1185660.4.peg.3804	0	1000.0	LR
R23259CD6	gene:fig1185660.4.peg.3230;gene:fig1185660.4.peg.945	-1000.0	1000.0	B
R2350500D	gene:fig1185660.4.peg.1884	-1000.0	0	RL
R2352E49B		-1000.0	1000.0	B
R238B1509	gene:fig1185660.4.peg.2405	-1000.0	1000.0	B
R23B5E05B	gene:fig1185660.4.peg.1877	-1000.0	1000.0	B
R23E009F4	gene:Unknown+gene:fig1185660.4.peg.162+gene:fig1185660.4.peg.3178+gene:fig1185660.4.peg.3179	-1000.0	0	RL
R243773E7	gene:fig1185660.4.peg.3420	-1000.0	1000.0	B
R2458B139	gene:fig1185660.4.peg.2776	0	1000.0	LR
R25475DA9	gene:fig1185660.4.peg.1922;gene:fig1185660.4.peg.3392	0	1000.0	LR
R254A3425	gene:fig1185660.4.peg.2972	0	1000.0	LR
R256C3C74	gene:fig1185660.4.peg.3594	-1000.0	1000.0	B
R2579B3B7	gene:fig1185660.4.peg.2336;gene:fig1185660.4.peg.4250	-1000.0	1000.0	B
