A5PISO,-0.0074
AACOAR_syn,1000.0
ACACT1,-0.0084
ACACT10m,-0.0
ACACT7m,-0.0
ACAS_2ahbut,-0.03224
ACBIPGT,-0.00031
ACCOAC,1000.0
ACCOAC_1,0.0
ACGK,0.0
ACGS,0.0
ACOAD7,0.0
ACOAD8m,-0.0084
ACODA,-0.0
ACONTa,2.99908
ACONTb,2.99908
ACOTA,0.0
ACPS1,0.00031
ACS,-656.75393
ADA,0.01646
ADCL,0.00092
ADCS,-0.00092
ADK1,656.91542
ADK2,-0.00031
ADNK1,0.01523
ADNUC,0.0
ADOCBIK,-0.07536
ADOCBLS,0.00031
ADPT,0.0
ADSL1r,-0.03854
ADSL2r,-0.03073
ADSS,0.03854
AFAT,0.00031
AGDC,-656.70386
AGDI,-0.00031
AGGPR,0.0
AGMHE,0.00986
AGPAT140,0.0
AGTi,0.0
AICART,0.03854
AKGDH,-2.90451
AKGDHe2r,0.0
AKP1,-0.00092
ALAALAr,0.00247
ALAR,-997.10598
AMMQT8_2,0.00031
AMPTASECG,0.00031
ANNAT,-0.00061
AOOA,0.00781
APATr,-0.00061
APLh,-0.07235
APPAT,-0.00061
APRAUR,-0.00061
APSR,-0.02133
ARGDC,-0.00031
ARGORNt7,0.38555
ASAD,4.51875
ASNN,0.0
ASNS1,-0.0198
ASP1DC,0.0
ASPATh,-4.64803
ASPCT,0.02041
ASPK,-4.51875
ATDAMh,0.0
ATDGDm,-0.00158
ATGDm,-1000.0
ATPPRT,-0.00781
ATPS4r,335.20581
AUS,0.00061
BCTA_glu_h,999.96299
BCTA_val_h,-1000.0
BPNT,-0.00031
BTNC,0.0
Biomass,0.09859
CA2t3pp,-0.00031
CBIAT,0.00031
CDPMEK,-4.36811
CHOLD,1000.0
CHORM,0.02713
CHORS,0.02805
CLtex,0.00031
CMPA,-0.00031
CMS,-4.36811
CO2t,-8.2395
COALDDH,-1000.0
COBALT2tex,0.00031
CPPPGO,-0.00031
CPS,-0.02041
CS,-2.99908
CTPS1,0.01145
CTPS2,0.0
CU2abcpp,-0.00031
CYS,994.41154
CYSDS,-994.39021
CYTBD2pp,0.0
CYTBO3,0.0
CYTK1,-4.38557
DAAD,997.10105
DADA,0.0
DAPDC,0.00247
DASYN140,-0.00105
DB4PS,0.00122
DCTPD,0.00158
DCTPD2,0.0
DDPA,-0.02805
DGK1,-0.0
DGSNt2,-0.0
DHAD1,0.07235
DHFR,0.0025
DHFS,-0.00092
DHNPA2r,-0.00092
DHORD5,-0.02041
DHORTS,0.02041
DHPPDA2,-0.00061
DHQS,0.02805
DHQTi,-0.02805
DINSt2,0.0
DLDLBT,-0.00122
DMATT,-0.39713
DMORh,-999.92765
DMPH,0.0
DMPPS,0.39713
DPCOAK,-0.00061
DPR,0.00061
DTMPK,-0.00158
DURIK1,0.0
DURIt2,0.0
DUTPDP,0.0
DXPRIi,-4.36811
DXPS,-4.36811
ECOAH7,-0.0
ECOAH9ir,-0.0
EDTXS1,-0.00247
EDTXS2,0.00247
ENO,-984.76743
ETHAAL,0.0
EX_4hbz_e,-0.00031
EX_DNA_e,-0.09859
EX_arg__L_e,-0.38555
EX_ca2_e,-0.00031
EX_cl_e,-0.00031
EX_co2_e,8.2395
EX_cobalt2_e,-0.00031
EX_cu2_e,-0.00031
EX_dgsn_e,0.0
EX_din_e,0.0
EX_duri_e,0.0
EX_fe2_e,-0.00122
EX_glc__D_e,-10.0
EX_h2o_e,22.1302
EX_h_e,1000.0
EX_hdca_e,0.0
EX_k_e,-0.00031
EX_lys__L_e,-0.03061
EX_mg2_e,-0.00031
EX_mn2_e,-0.00031
EX_mqn7_e,-0.00061
EX_nh4_e,0.0
EX_nmn_e,-0.00061
EX_o2_e,-0.00168
EX_ocdca_e,-0.0084
EX_orn_e,0.38555
EX_pi_e,-2.44528
EX_protein_e,-0.09859
EX_rna_c0,-0.09859
EX_so4_e,-0.02163
EX_spmd_e,-0.00031
EX_thmmp_e,-0.00031
EX_trp__L_e,-0.00465
EX_ttdca_e,-0.01479
EX_zn2_e,-0.00031
FACOAE160,-0.0
FACOAE180,0.0
FACOAL140,-0.01584
FACOAL180,0.0
FAS140ACPm,0.01233
FBA,0.0
FBA3,5.96628
FBP,0.0
FCLT,0.00031
FE2abc,0.00122
FERO,0.0
FGFTh,-0.02798
FPGFTh,0.0
FPPSh,0.39713
FRD,2.92552
FRD2,0.02041
FRD3,-0.00061
FRD7,0.0
FRTT,-0.00031
FUM,2.97378
G12289,0.78872
G12290,0.78872
G12296,0.39436
G1PACT,-656.71372
G1PTT,-0.00247
G1SAT,0.00488
G3PAT140,-0.00105
G3PD,-1000.0
G3PD1,-999.9811
G5DHx,0.02463
G5SADrm,0.0
G6PI,7.62152
G6PI3,-992.37848
GALM1,1000.0
GALT1,-0.00247
GALUi,-2.37601
GALh,-0.12176
GAPD,-7.5071
GART,-0.00275
GCC2cm,0.09619
GCCa,0.0
GCCb,0.0
GCCc,0.0
GCL,0.0
GDH,-2.86244
GF6PTA,-0.00986
GGTT,-0.00031
GHMT,2.14402
GK1,-999.98166
GK2,999.99842
GLCTR2,-0.00247
GLCTR3,-0.00247
GLCpts,-10.0
GLU5K,-0.02463
GLUK_syn,-1000.0
GLUPRT,-0.03073
GLUR,-0.00247
GLUTRR,-0.00488
GLUTRS,-0.00488
GLYAT,4.4528
GLYCK,-1000.0
GLYCK2,-1000.0
GLYCL,-2.22747
GMHEPAT,-0.00986
GNNUC,-1000.0
GPAR,-0.01646
GPDDA2,0.0
GPDDA4,0.00315
GTPCI,-0.00092
GTPCII2,-0.00061
GUAD,-999.98354
GUDBUTNAH,-0.36092
H2Ot,-22.1302
HACD1,1000.0
HACD7,0.0
HACD9,0.0
HCO3E,-999.97767
HDCAt2,-0.0
HDH,-0.00781
HEPK1,-0.00247
HEPK2,-0.00247
HEPT1,-0.00247
HEPT2,-0.00247
HEPT3,-0.00247
HEPT4,-0.00247
HEX1,-1000.0
HEXTT,0.00031
HISTP,-0.00781
HMBS,0.00061
HMGL,0.0084
HPYRDC,0.00092
HSDx,4.51875
HSERTA,-0.04514
HSK,-4.47361
HXAND,-0.01646
Ht,-1000.0
ICDHx,-2.99908
ICH,-0.03854
ICL,0.0
IDPh,667.70704
IDS1,3.97098
IG3PS,0.00781
IGPDH,0.00781
IMDHT,-0.03701
IMDHT_3c2hmp,0.03701
IMPD,0.0
INSH,-0.01646
IPDPS,0.0
IPMD,-0.03701
IPPS,-0.03701
KARI,0.03224
KARI_23dhmb,-1000.0
KARI_23dhmp,0.03224
KARI_3hmoa,1000.0
KDOCT,-0.0074
KDOPP,0.0074
KDOPS,0.0074
Kt1,0.00061
LDH_L,0.0
LPLIPAL1A140pp,-1000.0
LPLIPAL2A140,1000.0
LPLIPAL2E160,1000.0
LPLIPAL2E180,0.00105
LYSt2m,-0.03061
L_LACD2,0.0
MAN1PT2,1.57743
MAN6PI,-1.57743
MATm,-0.00153
MCCC,0.0084
MCITD,0.0
MCITL2,-0.0
MCITS,0.0
MCOATA,-0.09831
MCS,-4.36811
MDH,-2.97378
MECDPDH2,4.36811
MG2t,0.00031
MGC,0.0084
MICITDr,0.0
MMSAD3,1000.0
MN2t3pp,0.00031
MNXR113142,0.78872
MNXR113143,0.78872
MNXR113144,0.78872
MNXR117163,0.78872
MNXR117165,0.39436
MNXR14578,0.09892
MNXR14768,-0.01291
MNXR15262,1000.0
MNXR15642,-1000.0
MNXR15867,-0.00031
MNXR1587,-0.00092
MNXR160,-1000.0
MNXR17296,682.06497
MNXR17297,-682.06497
MNXR18214,-1000.0
MNXR2062,1000.0
MNXR27634,-0.0084
MNXR27635,0.0084
MNXR27636,0.0084
MNXR27638,-0.0084
MNXR27639,0.0084
MNXR27640,0.0084
MNXR27642,-0.0084
MNXR27643,0.0084
MNXR27644,0.0084
MNXR27646,0.0084
MNXR27647,-0.0084
MNXR27648,0.0084
MNXR27650,0.0084
MNXR27651,-0.0084
MNXR27652,0.0084
MNXR27654,0.0084
MNXR27655,-0.0084
MNXR27656,0.0084
MNXR27659,-0.0084
MNXR27660,0.0084
MNXR27661,0.0084
MNXR27663,-0.0084
MNXR27664,0.0084
MNXR27665,0.0084
MNXR27667,-0.0084
MNXR27668,0.0084
MNXR27669,0.0084
MNXR27671,0.0084
MNXR27672,-0.0084
MNXR27673,0.0084
MNXR27675,0.0084
MNXR27676,-0.0084
MNXR27677,0.0084
MNXR27679,0.0084
MNXR27680,-0.0084
MNXR27681,0.0084
MNXR27856,0.00031
MNXR2786,-0.00986
MNXR2832,0.0
MNXR28662,-0.0042
MNXR28663,-0.0042
MNXR28671,-0.0042
MNXR28672,-0.0042
MNXR28683,-0.00105
MNXR28684,-0.00105
MNXR28689,0.00105
MNXR28690,0.00105
MNXR28716,-0.00315
MNXR28717,-0.00315
MNXR28722,0.00315
MNXR28723,0.00315
MNXR29256,0.0
MNXR31648,-0.00031
MNXR32524,0.0119
MNXR3277,999.99895
MNXR3279,-1000.0
